Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF06;KGCF07;KGCF10;KGCF11;KGCF12;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF34;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF43;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF12s1
Yersinia similis;0;0;0;0;0;0.0006;0;0;0;0;0.0006;0.0001;0;0;0.0003;0;0;0.0002;0;0.0046;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0.0008;0;0;0;0;0;0.0001;0.0002;0.0016;0;0;0.0004;0.0004;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0007;0;0;0.0012;0;0;0.0002;0;0.0031;0;0;0;0;0.0004;0;0.0002;0;0;0;0;0;0;0.0001;0;0;0;0;0.0002
Yersinia ruckeri;0;0;0;0.0001;0.0024;0;0;0.0007;0;0.0001;0.0012;0.0001;0;0;0.002;0;0;0.0003;0;0.0029;0;0.0002;0.0002;0;0;0.0011;0.0001;0.0001;0;0;0;0;0.0007;0;0.001;0;0;0.0005;0;0.0004;0;0;0;0.0184;0;0.0001;0.0021;0.0012;0.001;0;0.001;0.0022;0.0002;0;0;0.0005;0;0.0001;0;0;0;0.0001;0.0045;0.0018;0;0;0;0.0062;0;0;0.0015;0;0.0024;0.0177;0.0002;0;0;0.0001;0;0.0002;0;0;0;0.0002;0;0;0.0005;0;0;0;0;0.0006
Yersinia rohdei;0;0;0;0;0;0.0001;0;0;0;0.0001;0.0002;0;0;0;0.0002;0;0;0.0002;0;0.0009;0.0008;0.0002;0;0;0;0;0;0;0;0.0001;0;0;0.0009;0.0001;0.0023;0;0.0005;0.0002;0.0006;0.0004;0;0;0.0022;0;0;0;0.0013;0.0002;0.0003;0.0006;0.0001;0.0021;0.0001;0;0;0.0003;0.0001;0.0003;0.0001;0.0001;0.0003;0;0.002;0.0015;0.0147;0;0.0002;0;0.002;0;0.0026;0;0.0055;0;0;0;0.0002;0.0001;0;0;0;0;0;0.0003;0;0.0001;0;0;0;0;0.0001;0.0003
Yersinia pseudotuberculosis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yersinia intermedia;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0.0001;0.0002;0.0002;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yersinia frederiksenii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002
Yersinia enterocolitica;0;0;0;0.0001;0.0038;0.0004;0;0.0012;0;0;0.0003;0.0001;0;0;0.0078;0;0;0.0013;0.0006;0.0007;0.0004;0.0023;0;0.0004;0;0.0002;0.0003;0;0;0.0004;0;0;0.0003;0.0004;0.0004;0;0.0005;0.0054;0;0.0021;0.1181;0;0.0119;0;0;0.0001;0.0046;0.0009;0;0.0012;0.0007;0.0013;0.0032;0;0;0.0001;0.0001;0.0002;0;0;0.0029;0.0001;0.013;0;0;0;0;0.0192;0;0;0.0134;0;0.0003;0.0073;0;0;0.0003;0;0.0002;0.0005;0;0;0;0.0002;0;0;0.0001;0;0.0001;0;0.0008;0.0036
Yersinia aleksiciae;0;0;0;0.0004;0.0021;0.0008;0;0.0008;0;0.0002;0.002;0.0001;0;0;0;0;0.0005;0.0004;0;0.0003;0;0;0.0001;0;0;0.0002;0.0005;0;0;0;0;0;0;0.0004;0.0014;0;0;0;0;0;0.0093;0.0003;0.0008;0.0087;0.0092;0;0.002;0.0022;0.0005;0.0038;0.0014;0.0072;0.0002;0.0002;0;0.0003;0.0001;0.0018;0;0;0.0034;0;0.0021;0.0005;0;0;0.0002;0.0044;0;0;0.0006;0;0.0068;0;0;0;0.0012;0;0;0.0013;0;0;0;0.0003;0;0.0001;0.0002;0;0;0;0.0003;0.0003
Yersinia aldovae;0;0.0001;0.0002;0.0004;0.0005;0.001;0;0.0005;0;0;0.0007;0;0;0;0;0.0001;0;0.0005;0;0;0.0004;0.0003;0;0;0.0001;0;0.0009;0;0.0002;0;0;0;0;0;0.0008;0;0;0.001;0.0019;0.0005;0;0.0003;0;0;0;0.0001;0.0048;0.0011;0.0001;0;0.0011;0.0027;0.0007;0.0002;0;0.0012;0.0001;0.0002;0.0001;0.0006;0.0024;0;0.0019;0.0005;0;0;0;0.0013;0;0;0.0021;0;0.001;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0001;0.0016;0;0.0002;0;0.0004;0.0005
Yangia sp;0;0;0;0;0;0.0006;0;0.0002;0;0;0;0.0001;0;0;0.0027;0;0;0;0;0.0007;0;0.0001;0;0;0;0.0008;0;0;0;0.0001;0;0.0001;0;0;0;0;0;0;0.001;0.0003;0;0;0;0;0;0;0.0015;0.0003;0.0004;0;0.0006;0.0018;0;0;0;0.001;0;0.0003;0.0002;0;0.0005;0;0;0;0.0011;0;0;0.0061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0.0001;0;0.0004
Xylella fastidiosa;0;0;0;0;0.0003;0;0;0.0003;0;0;0;0.0002;0;0;0;0;0;0.0003;0.001;0;0;0;0;0.0001;0.0002;0;0;0.0001;0;0.0002;0;0;0;0;0;0;0.0008;0.001;0.0005;0.0003;0.1341;0;0;0.013;0;0.0001;0.0084;0.0003;0.0007;0.0005;0.0002;0.0011;0.0003;0.0001;0;0.0003;0.0001;0;0;0.0002;0.0056;0;0.0032;0;0;0;0;0;0;0;0.0034;0;0.0331;0;0;0;0;0.0001;0;0;0;0.0001;0;0;0.0003;0;0;0;0;0;0;0.0033
Xylanimonas cellulosilytica;0;0.0003;0;0.0017;0;0.0028;0;0.0058;0.0002;0;0.0458;0.0007;0;0;0.0049;0;0;0.0092;0.0007;0.0033;0;0;0;0.0003;0.0001;0.022;0.0004;0.0018;0.0002;0.0042;0.0003;0;0.0027;0.0027;0.0178;0;0.0006;0.0167;0.0325;0.0315;0.6255;0.0001;0.0406;0.9605;0.1623;0.002;0.0216;0.0148;0.0162;0.0264;0.0135;0.0158;0.0055;0.0006;0.0043;0.0059;0.0001;0.0118;0.0019;0.0006;0.0371;0.0005;0.3421;0.0009;0.0455;0.0037;0.0042;0.4541;0;0;0.0175;0;0.0121;0.1344;0;0.002;0.0171;0.0002;0.0011;0.0089;0;0;0;0.0002;0.0039;0;0;0;0.0006;0;0.0013;0.0042
Xenorhabdus poinarii;0;0.0001;0;0.0004;0.0038;0.0011;0;0;0;0;0.0009;0.0001;0;0;0.006;0;0;0;0;0.0022;0.001;0.0002;0.0001;0.0001;0;0.0004;0.0003;0;0;0;0;0;0.001;0;0.001;0;0;0;0.0004;0;0;0;0;0.0095;0;0.0001;0.0034;0.0015;0;0.0008;0.0012;0.0002;0;0.0002;0;0.0002;0;0.0001;0;0.0005;0.0012;0;0.0117;0;0;0;0;0.0032;0;0;0.0006;0;0.0082;0.0153;0;0;0;0.0001;0;0.0002;0;0;0;0.0002;0;0.0001;0.0019;0;0;0;0.0002;0.0021
Xenorhabdus nematophila;0;0;0;0;0.0003;0.0004;0;0;0;0;0.0011;0.0004;0;0;0.0038;0;0;0.0006;0;0.0062;0;0.0004;0;0.0003;0;0.0011;0;0.0018;0;0.0006;0.0025;0;0.0011;0.0002;0.0144;0;0;0.0024;0.0069;0;0.0335;0;0.0117;0;0.0623;0.0002;0.0061;0.0011;0.0011;0.0009;0.0007;0.0015;0.003;0.0001;0;0.0009;0.0001;0.0013;0.0007;0;0.0014;0;0.0116;0.0002;0;0.0137;0.0007;0.0227;0;0;0.0003;0;0.002;0.005;0.0002;0.0004;0.0032;0;0;0.0036;0;0;0;0.0002;0;0.0001;0;0;0;0;0.0001;0
Xenorhabdus hominickii;0;0;0;0.0001;0.0029;0.0007;0.0129;0.0003;0;0.0001;0.0005;0.0004;0;0;0.0002;0;0.0006;0.0002;0;0.0018;0;0.0014;0;0;0;0;0.0008;0.0002;0;0;0;0;0.0017;0.0003;0.0006;0.0001;0;0;0.0012;0.0016;0;0;0;0;0.0122;0.0001;0.0022;0.0012;0.0015;0.0006;0.0044;0.002;0.0003;0.0007;0;0.0024;0.0001;0.0018;0;0.0001;0.0027;0;0.0019;0.0087;0;0;0.0001;0.0026;0;0;0.0041;0;0.0063;0.0049;0.0002;0;0;0;0;0.0005;0;0;0;0.0001;0;0.0001;0.0008;0;0;0.0001;0.0001;0.0025
Xenorhabdus doucetiae;0;0;0;0;0.0002;0.0004;0;0;0;0;0.0002;0;0;0;0;0;0;0.0001;0;0.0005;0;0.0004;0;0.0001;0;0;0.0001;0;0.0001;0.0001;0;0;0.0003;0;0;0;0;0;0.002;0;0.0856;0;0;0.0083;0;0;0.0003;0.0002;0.0003;0.0007;0;0.0002;0;0;0;0;0.0001;0.0002;0;0;0.0007;0;0.0184;0;0;0;0;0.0028;0;0;0.0022;0;0.0047;0.0027;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0.0001;0;0.0016
Xenorhabdus bovienii;0;0;0;0.0001;0.0002;0;0;0;0;0.0001;0.0004;0;0;0;0.0097;0.0001;0;0.0006;0;0.0007;0.0021;0.0011;0;0;0;0.0008;0;0.0001;0;0;0;0;0.0006;0;0.0004;0;0;0.0002;0.0003;0;0;0;0.0008;0;0;0.0001;0.0024;0.0041;0.0004;0;0.0026;0.002;0.0001;0.0001;0.0005;0.0003;0;0.0003;0;0.0001;0;0.0001;0.002;0.0006;0;0;0;0.0126;0;0;0.0022;0;0.01;0.0026;0;0;0;0;0;0;0;0;0;0.0003;0;0;0.0006;0;0;0;0.0001;0.0005
Xanthomonas vesicatoria;0;0;0;0.0001;0;0.0002;0;0.0004;0;0.0001;0.0032;0.0002;0;0;0.0003;0;0;0.0001;0;0.0006;0;0;0;0;0;0.0014;0;0.0001;0;0.002;0.0001;0.0001;0.0007;0;0.0002;0;0;0.0023;0;0.0005;0.0121;0.0001;0;0.1024;0;0;0.0004;0.0009;0.0004;0.0016;0;0.0007;0;0;0.0005;0.0003;0;0.0003;0.0002;0;0.0009;0;0.0017;0;0;0.0011;0;0.0185;0;0;0.0004;0;0.0015;0.0394;0;0;0;0;0.0002;0;0;0;0;0.0001;0;0;0;0;0;0;0.0001;0.0015
Xanthomonas vasicola;0;0;0;0;0.0003;0;0.0117;0;0;0;0.0024;0;0;0;0.0078;0;0;0.0006;0;0.0162;0;0.0001;0;0;0;0.0018;0;0;0;0.001;0;0;0;0.0001;0.0078;0;0;0;0.0003;0.0032;0.0025;0;0;0.1473;0;0;0;0.0045;0.0005;0;0.0023;0.002;0;0;0;0;0;0.0001;0;0;0.0006;0;0.0035;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0076
Xanthomonas translucens;0;0;0;0.0001;0.0003;0;0.0128;0;0;0;0;0.0002;0;0;0.0009;0;0;0;0;0;0;0;0;0;0;0.0007;0;0;0;0.0001;0;0;0;0;0.0008;0;0;0.001;0;0;0;0;0.0007;0;0;0;0;0.0002;0.0015;0.0039;0.0005;0.0013;0.0001;0;0.001;0.0008;0;0.0015;0.0001;0;0.001;0;0;0.0003;0;0;0;0.0104;0;0;0.0013;0;0;0;0;0;0.0003;0;0;0.0002;0;0;0;0.0001;0;0;0.0001;0;0;0;0;0.0002
Xanthomonas sacchari;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0007;0;0.0004;0.0004;0.0001;0;0;0.0003;0;0.0001;0.0001;0;0;0;0;0;0.0014;0.0006;0;0.0013;0;0;0.0003;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002
Xanthomonas perforans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0.0018;0;0;0;0;0.0012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas oryzae;0;0;0;0;0;0;0;0;0;0.0001;0.0002;0;0;0;0.0006;0;0;0;0;0;0;0;0;0.0001;0;0.0002;0;0;0;0.0003;0;0;0;0.0001;0.0002;0;0;0;0;0;0.0025;0;0;0;0;0;0;0;0.0005;0;0;0.0001;0;0;0;0.0003;0;0.0001;0;0;0;0;0.0087;0;0.0007;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0007
Xanthomonas hortorum;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas gardneri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0.0002;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas fuscans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas fragariae;0;0;0;0;0.0002;0;0;0.0002;0;0;0;0;0;0;0;0;0;0.0001;0;0.0029;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.0003;0;0;0;0;0.0002;0;0;0;0;0;0.0001;0.0001;0;0;0;0;0;0;0;0;0.007;0.0021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0
Xanthomonas euvesicatoria;0;0;0;0;0;0;0;0;0.0002;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0.0025;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0.0001;0;0;0;0;0;0;0;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas citri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas campestris;0;0;0.0007;0.0002;0.0018;0;0.0345;0.0009;0.0024;0.0005;0.0005;0.0001;0;0;0.0001;0.0003;0;0.0007;0.0005;0.0523;0.0102;0.0006;0.0001;0.0003;0;0.0111;0.0001;0.0001;0.0001;0.6033;0.0002;0;0.0738;0.0005;0;0.0002;0.0542;0.0177;0.0003;0.0002;0.0049;0.0014;0.0057;0.0138;0.185;0;0;0.0003;0.0164;0.0003;0.0016;0.0613;0.0003;0;0.0836;0.0003;0;0.0001;0.007;0;0;0.0001;0.088;0.0052;0.031;0.012;0.0027;0.3558;0.0419;0;0;0.0166;0;0;0.0008;0.0007;0.002;0.0001;0.001;0.0304;0.0012;0.0003;0;0.0005;0.0005;0.0009;0.0003;0;0.0001;0.0002;0;0.0018
Xanthomonas axonopodis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas arboricola;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0015;0;0;0.0002;0;0.0002;0;0;0;0;0;0;0;0;0.0066;0;0;0;0;0;0;0;0.0001;0;0;0.0004;0.0002;0;0.0001;0.0001;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0
Xanthomonas albilineans;0;0;0;0;0.0002;0;0.0155;0;0;0;0;0.0003;0;0;0.0007;0;0;0.0002;0;0;0.0005;0;0;0;0;0.0002;0;0;0;0.0001;0;0;0.0003;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0.0011;0;0.0002;0.0001;0;0;0.0007;0.0001;0.0005;0;0;0.0008;0;0;0;0;0;0;0.0031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0.0006
Xanthobacter autotrophicus;0;0;0;0.0002;0.0001;0;0;0.0004;0;0;0;0.0001;0;0;0.0007;0;0;0;0;0;0.0003;0;0;0;0;0.0006;0;0.0001;0.0001;0.0004;0;0;0;0.0001;0.0005;0;0;0.003;0;0;0.0093;0;0;0;0.0139;0;0.0011;0.0009;0.0027;0.0008;0.001;0.0014;0.0006;0;0.0004;0.0007;0;0.0004;0.0008;0.0001;0.0014;0;0;0;0;0;0.0001;0.0033;0;0;0.0013;0;0.0006;0.0042;0;0;0.0009;0;0.0002;0.0004;0;0;0;0;0.0001;0.0002;0;0;0.0001;0;0.0002;0
Wolinella succinogenes;0;0;0;0;0;0.0008;0;0;0;0;0.0007;0;0;0;0;0;0.0004;0.0005;0;0;0;0;0;0;0.0004;0.0019;0;0;0;0.0008;0;0;0;0.0002;0;0;0;0.0008;0.0066;0;0;0;0;0;0;0;0.0037;0.0004;0.0047;0.0052;0.0015;0.0013;0.0001;0.0001;0;0.002;0;0.0021;0;0;0.0136;0;0.0366;0.001;0.0015;0;0.0003;0;0;0;0.0022;0;0.0007;0;0;0;0;0.0001;0;0.0011;0;0;0;0;0;0.0002;0.0036;0;0.0003;0;0;0.0005
Wolbachia sp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0009;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Wolbachia pipientis;0;0;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0;0;0.0014;0.0006;0;0;0;0;0;0.1085;0;0;0;0;0.0002;0.0008;0;0.0004;0.0028;0;0.0005;0.0006;0;0;0.0012;0;0.0008;0.0004;0;0.0102;0;0.0232;0;0;0;0;0.004;0;0;0.0015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0023
Wolbachia endosymbiont;0;0;0;0;0;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0.0008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007;0;0;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0.0011;0;0;0;0;0;0;0.0009
Woeseia oceani;0;0.0001;0.0001;0;0.0003;0;0;0.0012;0;0;0.0031;0.0002;0;0;0;0;0;0.0002;0;0.0068;0;0;0.0005;0;0;0.0006;0.0006;0;0;0;0.0006;0;0.0006;0.0001;0.0005;0;0.0006;0.0026;0.001;0.0006;0.0031;0.0001;0.0008;0.1032;0;0;0.0066;0.0008;0.0005;0.0017;0.0005;0.0004;0.0002;0;0;0.0002;0;0.0001;0.0004;0.0001;0.003;0;0;0.0082;0;0;0;0.0029;0;0;0.0006;0.0001;0.0007;0.0028;0;0.0007;0.0004;0.0001;0.0008;0.0046;0;0;0;0.0001;0;0.0002;0;0;0;0;0.0014;0.0107
Winogradskyella sp;0;0;0.0001;0.0002;0;0.0009;0.0153;0.0007;0;0.0001;0.0012;0;0;0;0.0054;0;0;0;0;0.0003;0;0.0001;0;0;0;0.0011;0.0001;0.0002;0;0.0003;0.0003;0;0;0.0001;0.0034;0;0;0.0002;0.0015;0.0002;0.0097;0.0002;0.0076;0.0183;0;0;0.0018;0.0008;0.0016;0.0083;0.0005;0.0018;0.0001;0;0;0.0008;0;0.0024;0.0001;0;0.0103;0;0.0113;0.0005;0;0;0;0.0093;0;0;0.0012;0;0.0008;0.0029;0;0;0.0002;0.0002;0;0.001;0;0;0;0.0001;0.0047;0;0;0;0;0;0.0003;0.0006
Wigglesworthia glossinidia;0;0;0;0;0;0;0;0;0;0;0.0011;0;0;0;0;0;0;0.0005;0;0.0015;0;0;0;0;0;0;0;0;0;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0.0009;0.0005;0;0;0;0;0;0.0005;0;0;0;0;0.0123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032
Wenzhouxiangella marina;0;0;0.0001;0.0001;0.0002;0.0005;0;0.0002;0;0;0;0.0001;0;0;0.0015;0;0;0;0;0.0006;0;0.0001;0;0;0;0.0002;0;0.0003;0;0.0002;0;0;0;0.0001;0.0013;0;0;0;0.0004;0.0044;0.0034;0.0001;0.0018;0;0;0.0003;0;0.0009;0.0008;0.003;0;0.0016;0.0001;0;0.0006;0.0004;0.0001;0.0013;0.0001;0;0.0004;0;0.0117;0;0;0;0;0.0177;0;0;0.0034;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.0001;0;0.0002;0;0;0.0001;0;0;0.0003
Weissella soli;0;0;0;0;0.0012;0.0007;0;0.0004;0;0;0.0009;0;0;0;0.0067;0;0;0;0.0016;0.0079;0.0011;0;0;0.0001;0;0.0019;0.0009;0;0;0.0005;0.0027;0.0002;0.0045;0.0002;0;0.0003;0.1806;0.0058;0.005;0.0029;0.0147;0;0.0346;0.1037;0.0766;0.0002;0.0053;0.0024;0.0011;0.0024;0.0062;0.0023;0.0018;0;0.0082;0.0031;0.0003;0.0027;0.0013;0.0005;0.0009;0;0.0204;0.0036;0.0038;0;0.0008;0.0246;0.0053;0;0.0048;0;0.008;0.0066;0;0.0005;0.0009;0.0002;0;0.0027;0;0;0;0;0;0.0003;0;0;0.0002;0;0;0.0073
Weissella paramesenteroides;0;0.0001;0.0005;0.0043;0.0018;0.0006;0;0.0062;0;0.0002;0.0097;0.0005;0;0;0.0184;0;0.0002;0.0011;0;0.0084;0;0.0002;0.0003;0.0005;0;0.0017;0.0003;0;0.0005;0.0002;0;0.0001;0.0098;0.0011;0.0047;0;0.0252;0.0046;0.0143;0.0062;0.0191;0.0009;0.0199;0.6271;0.0567;0.0001;0.0035;0.0033;0.0064;0.0028;0.0025;0.0083;0.0011;0.0003;0.0024;0.0024;0.0004;0.0021;0.0059;0.0007;0.0062;0.0001;0.1235;0.0024;0.0462;0.0043;0.002;0.1611;0;0;0.0059;0;0.0193;0.1033;0.0018;0.0028;0.002;0;0;0.0066;0.0003;0.0002;0;0.0004;0.0007;0.0007;0;0;0.0002;0.001;0.0004;0.0069
Weissella koreensis;0;0.0001;0;0.0006;0.0025;0;0.041;0.0033;0;0;0.0094;0.0001;0;0;0.0035;0;0.0003;0.0024;0.0057;0.0286;0;0.0101;0;0.0003;0;0.004;0.0038;0;0;0.0003;0;0;0.0045;0.0015;0.0058;0;0;0.0069;0.0196;0;0;0;0.0091;0.2944;0;0.0004;0.0063;0.0139;0.0091;0.0097;0.0082;0.0059;0.0017;0.0001;0.0016;0.0179;0.0017;0.0018;0.0115;0.0037;0.0064;0.0006;0.0906;0.02;0.0317;0;0.0014;0.0708;0;0;0.0218;0;0.0169;0.0472;0.0012;0;0.0033;0.0006;0.0006;0.0085;0;0;0;0.0008;0.0005;0.0012;0;0;0;0.0001;0.0008;0.0071
Weissella jogaejeotgali;0;0;0;0.0005;0.0007;0.0016;0;0.0026;0;0;0.0101;0.0002;0;0;0;0;0.0002;0.001;0;0.0111;0.0034;0.0002;0;0.0005;0;0;0;0.0006;0;0.0002;0.0003;0;0.0048;0.0006;0.0052;0;0;0.0067;0.0026;0.0019;0.0293;0.0002;0.0153;0.1816;0.0348;0.0004;0.0032;0.0071;0.0003;0;0.0038;0.0011;0.0012;0.0002;0.0011;0.002;0;0;0.0067;0.0004;0.0036;0;0.061;0.0259;0.0213;0;0.0009;0.056;0.0042;0.0002;0.0125;0;0.0071;0.1216;0.0004;0.0009;0.003;0.0001;0.0004;0.0014;0.0019;0;0;0.0001;0;0.0006;0.0009;0;0;0.0001;0;0.0074
Weissella ceti;0;0.0001;0.0007;0.0012;0.0015;0.0008;0;0.007;0;0;0.0087;0.0001;0;0;0.027;0;0.0003;0.0026;0.002;0.0188;0.004;0.0033;0;0.0002;0.0003;0.0024;0.0011;0;0;0.0012;0.0013;0;0;0.0021;0.0089;0.0004;0.0016;0.0125;0.0052;0.0236;0.0822;0;0.0858;0.6435;0.0679;0;0.0099;0.0099;0.0096;0.0041;0.0236;0.0068;0.0022;0;0.0221;0.0057;0;0.0088;0.0085;0.0006;0.0412;0.0002;0.1077;0;0.0166;0.0061;0.0024;0.1747;0.0523;0;0.0152;0;0.0433;0.0907;0.0164;0.002;0.0023;0.0008;0;0.0128;0;0;0;0.0009;0.0005;0;0;0;0.0005;0.0022;0;0.0115
